27.10.2016;;30.09.2016;;07.09.2016;;;;;;;
;;;;;;;;;;;
rails/rails;168;rails/rails;168;rails/rails;168;1;I;rails/rails;168;>100;1
fog/fog;78;fog/fog;78;fog/fog;78;2;II;fog/fog;78;80-60;4
leereilly/swot;65;leereilly/swot;65;leereilly/swot;65;3;;leereilly/swot;65;;
rapid7/metasploit-framework;65;rapid7/metasploit-framework;65;rapid7/metasploit-framework;65;4;;rapid7/metasploit-framework;65;;
ruby/www.ruby-lang.org;62;ruby/www.ruby-lang.org;62;ruby/www.ruby-lang.org;62;5;;ruby/www.ruby-lang.org;62;;
puppetlabs/puppet;59;puppetlabs/puppet;59;puppetlabs/puppet;59;6;III;puppetlabs/puppet;59;60-40;9
spree/spree;59;spree/spree;59;spree/spree;59;7;;spree/spree;59;;
ManageIQ/manageiq;53;ManageIQ/manageiq;53;ManageIQ/manageiq;53;8;;ManageIQ/manageiq;53;;
cloudfoundry/cloud_controller_ng;50;cloudfoundry/cloud_controller_ng;50;cloudfoundry/cloud_controller_ng;50;9;;cloudfoundry/cloud_controller_ng;50;;
geoserver/geoserver;50;geoserver/geoserver;50;geoserver/geoserver;50;10;;geoserver/geoserver;50;;
mitchellh/vagrant;47;mitchellh/vagrant;47;mitchellh/vagrant;47;11;;mitchellh/vagrant;47;;
opf/openproject;44;opf/openproject;44;opf/openproject;44;12;;opf/openproject;44;;
puppetlabs/facter;44;puppetlabs/facter;44;puppetlabs/facter;44;13;;puppetlabs/facter;44;;
jruby/jruby;41;jruby/jruby;41;jruby/jruby;41;14;;jruby/jruby;41;;
Homebrew/homebrew-science;38;Homebrew/homebrew-science;38;Homebrew/homebrew-science;38;15;IV;Homebrew/homebrew-science;38;40-20;14
diaspora/diaspora;38;diaspora/diaspora;38;diaspora/diaspora;38;16;;diaspora/diaspora;38;;
github/developer.github.com;37;github/developer.github.com;37;github/developer.github.com;37;17;;rubinius/rubinius;36;;
sensu/sensu-community-plugins;37;sensu/sensu-community-plugins;37;sensu/sensu-community-plugins;37;18;;instructure/canvas-lms;36;;
instructure/canvas-lms;36;instructure/canvas-lms;36;instructure/canvas-lms;36;19;;DSpace/DSpace;32;;
rubinius/rubinius;36;rubinius/rubinius;36;rubinius/rubinius;36;20;;heroku/heroku;32;;
github/linguist;35;github/linguist;35;github/linguist;35;21;;progit/progit;28;;
DSpace/DSpace;32;DSpace/DSpace;32;DSpace/DSpace;32;22;;ruby/ruby;28;;
heroku/heroku;32;heroku/heroku;32;heroku/heroku;32;23;;SpongePowered/SpongeAPI;26;;
gradle/gradle;31;gradle/gradle;31;gradle/gradle;31;24;;projecthydra/sufia;26;;
thoughtbot/suspenders;29;thoughtbot/suspenders;29;thoughtbot/suspenders;29;25;;timmolter/XChange;24;;
zendesk/samson;29;zendesk/samson;29;zendesk/samson;29;26;;caelum/vraptor4;24;;
progit/progit;28;progit/progit;28;progit/progit;28;27;;Shopify/active_shipping;22;;
ruby/ruby;28;ruby/ruby;28;ruby/ruby;28;28;;openSUSE/open-build-service;22;;
thoughtbot/hound;28;thoughtbot/hound;28;thoughtbot/hound;28;29;V;mozilla/MozStumbler;20;20-0;22
broadinstitute/picard;27;broadinstitute/picard;27;broadinstitute/picard;27;30;;rspec/rspec-core;20;;
google/bazel;27;google/bazel;27;google/bazel;27;31;;BuildCraft/BuildCraft;18;;
SpongePowered/SpongeAPI;26;SpongePowered/SpongeAPI;26;SpongePowered/SpongeAPI;26;32;;SpoutDev/Spout;18;;
chef/chef;26;chef/chef;26;chef/chef;26;33;;alexreisner/geocoder;16;;
projecthydra/sufia;26;projecthydra/sufia;26;projecthydra/sufia;26;34;;square/okhttp;16;;
rails-api/active_model_serializers;26;rails-api/active_model_serializers;26;rails-api/active_model_serializers;26;35;;Shopify/shipit-engine;14;;
dropwizard/dropwizard;25;dropwizard/dropwizard;25;dropwizard/dropwizard;25;36;;puppetlabs/puppetlabs-firewall;14;;
openMF/mifosx;25;openMF/mifosx;25;openMF/mifosx;25;37;;Jasig/cas;12;;
refinery/refinerycms;25;refinery/refinerycms;25;refinery/refinerycms;25;38;;jcabi/jcabi-github;12;;
caelum/vraptor4;24;caelum/vraptor4;24;caelum/vraptor4;24;39;;MarkUsProject/Markus;10;;
timmolter/XChange;24;timmolter/XChange;24;timmolter/XChange;24;40;;johnbellone/consul-cookbook;10;;
SpongePowered/Sponge;23;SpongePowered/Sponge;23;SpongePowered/Sponge;23;41;;JakeWharton/u2020;8;;
google/closure-compiler;23;google/closure-compiler;23;google/closure-compiler;23;42;;hw-cookbooks/graphite;8;;
rubygems/rubygems;23;rubygems/rubygems;23;rubygems/rubygems;23;43;;Compass/compass-rails;6;;
sferik/rails_admin;23;sferik/rails_admin;23;sferik/rails_admin;23;44;;celluloid/dcell;6;;
svenfuchs/rails-i18n;23;svenfuchs/rails-i18n;23;svenfuchs/rails-i18n;23;45;;Albacore/albacore;4;;
Shopify/active_shipping;22;Shopify/active_shipping;22;Shopify/active_shipping;22;46;;MagLev/maglev;4;;
openSUSE/open-build-service;22;openSUSE/open-build-service;22;openSUSE/open-build-service;22;47;;ActiveJpa/activejpa;2;;
rubyspec/rubyspec;22;rubyspec/rubyspec;22;rubyspec/rubyspec;22;48;;dejan/auto_html;2;;
RubyMoney/money;21;RubyMoney/money;21;RubyMoney/money;21;49;;AzureAD/azure-activedirectory-library-for-android;1;;
Shopify/liquid;21;Shopify/liquid;21;Shopify/liquid;21;50;;pawurb/termit;1;;
asm-helpful/helpful-web;21;asm-helpful/helpful-web;21;asm-helpful/helpful-web;21;;;;;;
cloudfoundry/warden;21;cloudfoundry/warden;21;cloudfoundry/warden;21;;;;;;
thoughtbot/clearance;21;thoughtbot/clearance;21;thoughtbot/clearance;21;;;;;;
thoughtbot/paperclip;21;thoughtbot/paperclip;21;thoughtbot/paperclip;21;;;;;;
thoughtbot/shoulda-matchers;21;thoughtbot/shoulda-matchers;21;thoughtbot/shoulda-matchers;21;;;;;;
mozilla/MozStumbler;20;mozilla/MozStumbler;20;mozilla/MozStumbler;20;;;;;;
rackerlabs/blueflood;20;rackerlabs/blueflood;20;rackerlabs/blueflood;20;;;;;;
rspec/rspec-core;20;rspec/rspec-core;20;rspec/rspec-core;20;;;;;;
rspec/rspec-expectations;20;rspec/rspec-expectations;20;rspec/rspec-expectations;20;;;;;;
rspec/rspec-rails;20;rspec/rspec-rails;20;rspec/rspec-rails;20;;;;;;
bitcoinj/bitcoinj;19;bitcoinj/bitcoinj;19;bitcoinj/bitcoinj;19;;;;;;
mperham/sidekiq;19;mperham/sidekiq;19;mperham/sidekiq;19;;;;;;
BuildCraft/BuildCraft;18;BuildCraft/BuildCraft;18;BuildCraft/BuildCraft;18;;;;;;
Kapeli/cheatsheets;18;Kapeli/cheatsheets;18;Kapeli/cheatsheets;18;;;;;;
SonarSource/sonarqube;18;SonarSource/sonarqube;18;SonarSource/sonarqube;18;;;;;;
SpoutDev/Spout;18;SpoutDev/Spout;18;SpoutDev/Spout;18;;;;;;
eXist-db/exist;18;eXist-db/exist;18;eXist-db/exist;18;;;;;;
grpc/grpc-java;18;grpc/grpc-java;18;grpc/grpc-java;18;;;;;;
middleman/middleman-guides;18;middleman/middleman-guides;18;middleman/middleman-guides;18;;;;;;
padrino/padrino-framework;18;padrino/padrino-framework;18;padrino/padrino-framework;18;;;;;;
pry/pry;18;pry/pry;18;pry/pry;18;;;;;;
travis-ci/travis-cookbooks;18;travis-ci/travis-cookbooks;18;travis-ci/travis-cookbooks;18;;;;;;
voltrb/volt;18;voltrb/volt;18;voltrb/volt;18;;;;;;
Shopify/shopify_api;17;Shopify/shopify_api;17;Shopify/shopify_api;17;;;;;;
Shopify/shopify_app;17;Shopify/shopify_app;17;Shopify/shopify_app;17;;;;;;
bbatsov/rubocop;17;bbatsov/rubocop;17;bbatsov/rubocop;17;;;;;;
plataformatec/devise;17;plataformatec/devise;17;plataformatec/devise;17;;;;;;
rspec/rspec-mocks;17;rspec/rspec-mocks;17;rspec/rspec-mocks;17;;;;;;
alexreisner/geocoder;16;alexreisner/geocoder;16;alexreisner/geocoder;16;;;;;;
igniterealtime/Openfire;16;igniterealtime/Openfire;16;igniterealtime/Openfire;16;;;;;;
languagetool-org/languagetool;16;languagetool-org/languagetool;16;languagetool-org/languagetool;16;;;;;;
puppetlabs/puppetlabs-rabbitmq;16;puppetlabs/puppetlabs-rabbitmq;16;puppetlabs/puppetlabs-rabbitmq;16;;;;;;
rubymotion/BubbleWrap;16;rubymotion/BubbleWrap;16;rubymotion/BubbleWrap;16;;;;;;
sensu/sensu-puppet;16;sensu/sensu-puppet;16;sensu/sensu-puppet;16;;;;;;
square/okhttp;16;square/okhttp;16;square/okhttp;16;;;;;;
twitter/commons;16;twitter/commons;16;twitter/commons;16;;;;;;
HubSpot/Singularity;15;HubSpot/Singularity;15;HubSpot/Singularity;15;;;;;;
Shopify/identity_cache;15;Shopify/identity_cache;15;Shopify/identity_cache;15;;;;;;
aws/aws-sdk-ruby;15;aws/aws-sdk-ruby;15;aws/aws-sdk-ruby;15;;;;;;
carrierwaveuploader/carrierwave;15;carrierwaveuploader/carrierwave;15;carrierwaveuploader/carrierwave;15;;;;;;
chef/omnibus;15;chef/omnibus;15;chef/omnibus;15;;;;;;
facebook/buck;15;facebook/buck;15;facebook/buck;15;;;;;;
grails/grails-core;15;grails/grails-core;15;grails/grails-core;15;;;;;;
naver/pinpoint;15;naver/pinpoint;15;naver/pinpoint;15;;;;;;
plataformatec/simple_form;15;plataformatec/simple_form;15;plataformatec/simple_form;15;;;;;;
rubygems/rubygems.org;15;rubygems/rubygems.org;15;rubygems/rubygems.org;15;;;;;;
shoes/shoes4;15;shoes/shoes4;15;shoes/shoes4;15;;;;;;
sparklemotion/nokogiri;15;sparklemotion/nokogiri;15;sparklemotion/nokogiri;15;;;;;;
square/retrofit;15;square/retrofit;15;square/retrofit;15;;;;;;
sup-heliotrope/sup;15;sup-heliotrope/sup;15;sup-heliotrope/sup;15;;;;;;
thoughtbot/factory_girl;15;thoughtbot/factory_girl;15;thoughtbot/factory_girl;15;;;;;;
Shopify/shipit-engine;14;Shopify/shipit-engine;14;Shopify/shipit-engine;14;;;;;;
activeadmin/activeadmin;14;activeadmin/activeadmin;14;activeadmin/activeadmin;14;;;;;;
balanced/balanced-ruby;14;balanced/balanced-ruby;14;balanced/balanced-ruby;14;;;;;;
bndtools/bnd;14;bndtools/bnd;14;bndtools/bnd;14;;;;;;
burke/zeus;14;burke/zeus;14;burke/zeus;14;;;;;;
engineyard/engineyard-serverside;14;engineyard/engineyard-serverside;14;engineyard/engineyard-serverside;14;;;;;;
fluent/fluentd;14;fluent/fluentd;14;fluent/fluentd;14;;;;;;
loomio/loomio;14;loomio/loomio;14;loomio/loomio;14;;;;;;
puppetlabs/puppetlabs-firewall;14;puppetlabs/puppetlabs-firewall;14;puppetlabs/puppetlabs-firewall;14;;;;;;
soundcloud/lhm;14;soundcloud/lhm;14;soundcloud/lhm;14;;;;;;
spree/spree_gateway;14;spree/spree_gateway;14;spree/spree_gateway;14;;;;;;
travis-ci/travis-core;14;travis-ci/travis-core;14;travis-ci/travis-core;14;;;;;;
bellycard/napa;13;bellycard/napa;13;bellycard/napa;13;;;;;;
calagator/calagator;13;calagator/calagator;13;calagator/calagator;13;;;;;;
cantino/huginn;13;cantino/huginn;13;cantino/huginn;13;;;;;;
expertiza/expertiza;13;expertiza/expertiza;13;expertiza/expertiza;13;;;;;;
facebook/presto;13;facebook/presto;13;facebook/presto;13;;;;;;
puppetlabs/puppetlabs-stdlib;13;puppetlabs/puppetlabs-stdlib;13;puppetlabs/puppetlabs-stdlib;13;;;;;;
Jasig/cas;12;Jasig/cas;12;Jasig/cas;12;;;;;;
MrTJP/ProjectRed;12;MrTJP/ProjectRed;12;MrTJP/ProjectRed;12;;;;;;
SpoutDev/Vanilla;12;SpoutDev/Vanilla;12;SpoutDev/Vanilla;12;;;;;;
Unidata/thredds;12;Unidata/thredds;12;Unidata/thredds;12;;;;;;
bugsnag/bugsnag-ruby;12;bugsnag/bugsnag-ruby;12;bugsnag/bugsnag-ruby;12;;;;;;
celluloid/celluloid;12;celluloid/celluloid;12;celluloid/celluloid;12;;;;;;
coinbase/toshi;12;coinbase/toshi;12;coinbase/toshi;12;;;;;;
comfy/comfortable-mexican-sofa;12;comfy/comfortable-mexican-sofa;12;comfy/comfortable-mexican-sofa;12;;;;;;
datastax/ruby-driver;12;datastax/ruby-driver;12;datastax/ruby-driver;12;;;;;;
google/physical-web;12;google/physical-web;12;google/physical-web;12;;;;;;
jcabi/jcabi-github;12;jcabi/jcabi-github;12;jcabi/jcabi-github;12;;;;;;
jedi4ever/veewee;12;jedi4ever/veewee;12;jedi4ever/veewee;12;;;;;;
locomotivecms/engine;12;locomotivecms/engine;12;locomotivecms/engine;12;;;;;;
mybatis/mybatis-3;12;mybatis/mybatis-3;12;mybatis/mybatis-3;12;;;;;;
naver/yobi;12;naver/yobi;12;naver/yobi;12;;;;;;
opal/opal;12;opal/opal;12;opal/opal;12;;;;;;
owncloud/android;12;owncloud/android;12;owncloud/android;12;;;;;;
pivotal/pivotal_workstation;12;pivotal/pivotal_workstation;12;pivotal/pivotal_workstation;12;;;;;;
psu-stewardship/scholarsphere;12;psu-stewardship/scholarsphere;12;psu-stewardship/scholarsphere;12;;;;;;
puppetlabs/marionette-collective;12;puppetlabs/marionette-collective;12;puppetlabs/marionette-collective;12;;;;;;
rails/sprockets-rails;12;rails/sprockets-rails;12;rails/sprockets-rails;12;;;;;;
railsbridge/docs;12;railsbridge/docs;12;railsbridge/docs;12;;;;;;
selendroid/selendroid;12;selendroid/selendroid;12;selendroid/selendroid;12;;;;;;
swipely/docker-api;12;swipely/docker-api;12;swipely/docker-api;12;;;;;;
tim-vandecasteele/grape-swagger;12;tim-vandecasteele/grape-swagger;12;tim-vandecasteele/grape-swagger;12;;;;;;
GoogleCloudPlatform/DataflowJavaSDK;11;GoogleCloudPlatform/DataflowJavaSDK;11;GoogleCloudPlatform/DataflowJavaSDK;11;;;;;;
Growstuff/growstuff;11;Growstuff/growstuff;11;Growstuff/growstuff;11;;;;;;
JFXtras/jfxtras-labs;11;JFXtras/jfxtras-labs;11;JFXtras/jfxtras-labs;11;;;;;;
ReactiveX/RxAndroid;11;ReactiveX/RxAndroid;11;ReactiveX/RxAndroid;11;;;;;;
RubyCastsBrasil/RubyCastsBrasil;11;RubyCastsBrasil/RubyCastsBrasil;11;RubyCastsBrasil/RubyCastsBrasil;11;;;;;;
RubyMoney/money-rails;11;RubyMoney/money-rails;11;RubyMoney/money-rails;11;;;;;;
activerecord-hackery/ransack;11;activerecord-hackery/ransack;11;activerecord-hackery/ransack;11;;;;;;
apache/storm;11;apache/storm;11;apache/storm;11;;;;;;
berkshelf/vagrant-berkshelf;11;berkshelf/vagrant-berkshelf;11;berkshelf/vagrant-berkshelf;11;;;;;;
biojava/biojava;11;biojava/biojava;11;biojava/biojava;11;;;;;;
boxen/puppet-boxen;11;boxen/puppet-boxen;11;boxen/puppet-boxen;11;;;;;;
checkstyle/checkstyle;11;checkstyle/checkstyle;11;checkstyle/checkstyle;11;;;;;;
cloudfoundry/uaa;11;cloudfoundry/uaa;11;cloudfoundry/uaa;11;;;;;;
codetriage/codetriage;11;codetriage/codetriage;11;codetriage/codetriage;11;;;;;;
concerto/concerto;11;concerto/concerto;11;concerto/concerto;11;;;;;;
dropwizard/metrics;11;dropwizard/metrics;11;dropwizard/metrics;11;;;;;;
druid-io/druid;11;druid-io/druid;11;druid-io/druid;11;;;;;;
elabs/pundit;11;elabs/pundit;11;elabs/pundit;11;;;;;;
enspiral/loomio;11;enspiral/loomio;11;enspiral/loomio;11;;;;;;
gocardless/statesman;11;gocardless/statesman;11;gocardless/statesman;11;;;;;;
google/uribeacon;11;google/uribeacon;11;google/uribeacon;11;;;;;;
guard/guard;11;guard/guard;11;guard/guard;11;;;;;;
haml/haml;11;haml/haml;11;haml/haml;11;;;;;;
interagent/prmd;11;interagent/prmd;11;interagent/prmd;11;;;;;;
intuit/simple_deploy;11;intuit/simple_deploy;11;intuit/simple_deploy;11;;;;;;
junit-team/junit;11;junit-team/junit;11;junit-team/junit;11;;;;;;
lostisland/faraday;11;lostisland/faraday;11;lostisland/faraday;11;;;;;;
middleman/middleman;11;middleman/middleman;11;middleman/middleman;11;;;;;;
mikel/mail;11;mikel/mail;11;mikel/mail;11;;;;;;
openshift/rhc;11;openshift/rhc;11;openshift/rhc;11;;;;;;
projectblacklight/blacklight;11;projectblacklight/blacklight;11;projectblacklight/blacklight;11;;;;;;
radar/forem;11;radar/forem;11;radar/forem;11;;;;;;
rails/globalid;11;rails/globalid;11;rails/globalid;11;;;;;;
rubymotion/sugarcube;11;rubymotion/sugarcube;11;rubymotion/sugarcube;11;;;;;;
xtreemfs/xtreemfs;11;xtreemfs/xtreemfs;11;xtreemfs/xtreemfs;11;;;;;;
MarkUsProject/Markus;10;MarkUsProject/Markus;10;MarkUsProject/Markus;10;;;;;;
ReactiveX/RxJava;10;ReactiveX/RxJava;10;ReactiveX/RxJava;10;;;;;;
airlift/airlift;10;airlift/airlift;10;airlift/airlift;10;;;;;;
bndtools/bndtools;10;bndtools/bndtools;10;bndtools/bndtools;10;;;;;;
codefirst/AsakusaSatellite;10;codefirst/AsakusaSatellite;10;codefirst/AsakusaSatellite;10;;;;;;
dynjs/dynjs;10;dynjs/dynjs;10;dynjs/dynjs;10;;;;;;
errbit/errbit;10;errbit/errbit;10;errbit/errbit;10;;;;;;
github/hub;10;github/hub;10;github/hub;10;;;;;;
guard/listen;10;guard/listen;10;guard/listen;10;;;;;;
jnicklas/capybara;10;jnicklas/capybara;10;jnicklas/capybara;10;;;;;;
johnbellone/consul-cookbook;10;johnbellone/consul-cookbook;10;johnbellone/consul-cookbook;10;;;;;;
justinfrench/formtastic;10;justinfrench/formtastic;10;justinfrench/formtastic;10;;;;;;
mbleigh/acts-as-taggable-on;10;mbleigh/acts-as-taggable-on;10;mbleigh/acts-as-taggable-on;10;;;;;;
mcMMO-Dev/mcMMO;10;mcMMO-Dev/mcMMO;10;mcMMO-Dev/mcMMO;10;;;;;;
minimagick/minimagick;10;minimagick/minimagick;10;minimagick/minimagick;10;;;;;;
newrelic/rpm;10;newrelic/rpm;10;newrelic/rpm;10;;;;;;
norman/friendly_id;10;norman/friendly_id;10;norman/friendly_id;10;;;;;;
plataformatec/responders;10;plataformatec/responders;10;plataformatec/responders;10;;;;;;
pophealth/popHealth;10;pophealth/popHealth;10;pophealth/popHealth;10;;;;;;
puppetlabs/puppetlabs-mongodb;10;puppetlabs/puppetlabs-mongodb;10;puppetlabs/puppetlabs-mongodb;10;;;;;;
rollbar/rollbar-gem;10;rollbar/rollbar-gem;10;rollbar/rollbar-gem;10;;;;;;
square/wire;10;square/wire;10;square/wire;10;;;;;;
stripe/einhorn;10;stripe/einhorn;10;stripe/einhorn;10;;;;;;
thoughtbot/high_voltage;10;thoughtbot/high_voltage;10;thoughtbot/high_voltage;10;;;;;;
undera/jmeter-plugins;10;undera/jmeter-plugins;10;undera/jmeter-plugins;10;;;;;;
vcr/vcr;10;vcr/vcr;10;vcr/vcr;10;;;;;;
xetorthio/jedis;10;xetorthio/jedis;10;xetorthio/jedis;10;;;;;;
zanata/zanata-server;10;zanata/zanata-server;10;zanata/zanata-server;10;;;;;;
BBC-News/wraith;9;BBC-News/wraith;9;BBC-News/wraith;9;;;;;;
CloudifySource/cloudify;9;CloudifySource/cloudify;9;CloudifySource/cloudify;9;;;;;;
FenixEdu/fenixedu-academic;9;FenixEdu/fenixedu-academic;9;FenixEdu/fenixedu-academic;9;;;;;;
Homebrew/homebrew-nginx;9;Homebrew/homebrew-nginx;9;Homebrew/homebrew-nginx;9;;;;;;
IDPF/epubcheck;9;IDPF/epubcheck;9;IDPF/epubcheck;9;;;;;;
amatsuda/kaminari;9;amatsuda/kaminari;9;amatsuda/kaminari;9;;;;;;
antirez/redis-doc;9;antirez/redis-doc;9;antirez/redis-doc;9;;;;;;
avoinministerio/avoinministerio;9;avoinministerio/avoinministerio;9;avoinministerio/avoinministerio;9;;;;;;
boxen/boxen;9;boxen/boxen;9;boxen/boxen;9;;;;;;
boxen/puppet-osx;9;boxen/puppet-osx;9;boxen/puppet-osx;9;;;;;;
brooklynDev/airborne;9;brooklynDev/airborne;9;brooklynDev/airborne;9;;;;;;
celluloid/celluloid-io;9;celluloid/celluloid-io;9;celluloid/celluloid-io;9;;;;;;
codeforamerica/citygram;9;codeforamerica/citygram;9;codeforamerica/citygram;9;;;;;;
dianping/cat;9;dianping/cat;9;dianping/cat;9;;;;;;
engineyard/ey-cloud-recipes;9;engineyard/ey-cloud-recipes;9;engineyard/ey-cloud-recipes;9;;;;;;
essentials/Essentials;9;essentials/Essentials;9;essentials/Essentials;9;;;;;;
floere/phony;9;floere/phony;9;floere/phony;9;;;;;;
github/github-services;9;github/github-services;9;github/github-services;9;;;;;;
go-lang-plugin-org/go-lang-idea-plugin;9;go-lang-plugin-org/go-lang-idea-plugin;9;go-lang-plugin-org/go-lang-idea-plugin;9;;;;;;
gocardless/hutch;9;gocardless/hutch;9;gocardless/hutch;9;;;;;;
interagent/pliny;9;interagent/pliny;9;interagent/pliny;9;;;;;;
jmxtrans/jmxtrans;9;jmxtrans/jmxtrans;9;jmxtrans/jmxtrans;9;;;;;;
jneen/rouge;9;jneen/rouge;9;jneen/rouge;9;;;;;;
lian/bitcoin-ruby;9;lian/bitcoin-ruby;9;lian/bitcoin-ruby;9;;;;;;
makrio/makrio;9;makrio/makrio;9;makrio/makrio;9;;;;;;
manastech/crystal;9;manastech/crystal;9;manastech/crystal;9;;;;;;
mbj/mutant;9;mbj/mutant;9;mbj/mutant;9;;;;;;
podio/podio-rb;9;podio/podio-rb;9;podio/podio-rb;9;;;;;;
prawnpdf/prawn;9;prawnpdf/prawn;9;prawnpdf/prawn;9;;;;;;
rails/spring;9;rails/spring;9;rails/spring;9;;;;;;
reactjs/react-rails;9;reactjs/react-rails;9;reactjs/react-rails;9;;;;;;
rebelidealist/stripe-ruby-mock;9;rebelidealist/stripe-ruby-mock;9;rebelidealist/stripe-ruby-mock;9;;;;;;
redis/redis-rb;9;redis/redis-rb;9;redis/redis-rb;9;;;;;;
rightscale/right_link;9;rightscale/right_link;9;rightscale/right_link;9;;;;;;
sethvargo/chef-sugar;9;sethvargo/chef-sugar;9;sethvargo/chef-sugar;9;;;;;;
solnic/virtus;9;solnic/virtus;9;solnic/virtus;9;;;;;;
spree-contrib/spree_active_shipping;9;spree-contrib/spree_active_shipping;9;spree-contrib/spree_active_shipping;9;;;;;;
spring-io/sagan;9;spring-io/sagan;9;spring-io/sagan;9;;;;;;
square/dagger;9;square/dagger;9;square/dagger;9;;;;;;
