27.10.2016;;30.09.2016;;07.09.2016;;;;;;;
square/picasso;9;square/picasso;9;square/picasso;9;;;;;;
sul-dlss/spotlight;9;sul-dlss/spotlight;9;sul-dlss/spotlight;9;;;;;;
theforeman/foreman;9;theforeman/foreman;9;theforeman/foreman;9;;;;;;
thinkaurelius/titan;9;thinkaurelius/titan;9;thinkaurelius/titan;9;;;;;;
thoughtbot/griddler;9;thoughtbot/griddler;9;thoughtbot/griddler;9;;;;;;
toptal/chewy;9;toptal/chewy;9;toptal/chewy;9;;;;;;
twall/jna;9;twall/jna;9;twall/jna;9;;;;;;
twbs/bootstrap-sass;9;twbs/bootstrap-sass;9;twbs/bootstrap-sass;9;;;;;;
twers/re-education;9;twers/re-education;9;twers/re-education;9;;;;;;
weld/core;9;weld/core;9;weld/core;9;;;;;;
JakeWharton/u2020;8;JakeWharton/u2020;8;JakeWharton/u2020;8;;;;;;
RS485/LogisticsPipes;8;RS485/LogisticsPipes;8;RS485/LogisticsPipes;8;;;;;;
ReactiveX/RxNetty;8;ReactiveX/RxNetty;8;ReactiveX/RxNetty;8;;;;;;
Shopify/statsd-instrument;8;Shopify/statsd-instrument;8;Shopify/statsd-instrument;8;;;;;;
ThoughtWorksStudios/eb_deployer;8;ThoughtWorksStudios/eb_deployer;8;ThoughtWorksStudios/eb_deployer;8;;;;;;
caelum/mamute;8;caelum/mamute;8;caelum/mamute;8;;;;;;
caskdata/tephra;8;caskdata/tephra;8;caskdata/tephra;8;;;;;;
cerebris/jsonapi-resources;8;cerebris/jsonapi-resources;8;cerebris/jsonapi-resources;8;;;;;;
chanks/que;8;chanks/que;8;chanks/que;8;;;;;;
charliesome/better_errors;8;charliesome/better_errors;8;charliesome/better_errors;8;;;;;;
drapergem/draper;8;drapergem/draper;8;drapergem/draper;8;;;;;;
edelight/chef-mongodb;8;edelight/chef-mongodb;8;edelight/chef-mongodb;8;;;;;;
engineyard/engineyard;8;engineyard/engineyard;8;engineyard/engineyard;8;;;;;;
gitlabhq/gitlab-ci;8;gitlabhq/gitlab-ci;8;gitlabhq/gitlab-ci;8;;;;;;
graphhopper/graphhopper;8;graphhopper/graphhopper;8;graphhopper/graphhopper;8;;;;;;
hw-cookbooks/graphite;8;hw-cookbooks/graphite;8;hw-cookbooks/graphite;8;;;;;;
jruby/activerecord-jdbc-adapter;8;jruby/activerecord-jdbc-adapter;8;jruby/activerecord-jdbc-adapter;8;;;;;;
l0rdn1kk0n/wicket-bootstrap;8;l0rdn1kk0n/wicket-bootstrap;8;l0rdn1kk0n/wicket-bootstrap;8;;;;;;
nesquena/rabl;8;nesquena/rabl;8;nesquena/rabl;8;;;;;;
nutzam/nutz;8;nutzam/nutz;8;nutzam/nutz;8;;;;;;
perfectsense/brightspot-cms;8;perfectsense/brightspot-cms;8;perfectsense/brightspot-cms;8;;;;;;
presidentbeef/brakeman;8;presidentbeef/brakeman;8;presidentbeef/brakeman;8;;;;;;
rails/activejob;8;rails/activejob;8;rails/activejob;8;;;;;;
rails/protected_attributes;8;rails/protected_attributes;8;rails/protected_attributes;8;;;;;;
recurly/recurly-client-ruby;8;recurly/recurly-client-ruby;8;recurly/recurly-client-ruby;8;;;;;;
rpush/rpush;8;rpush/rpush;8;rpush/rpush;8;;;;;;
rundeck/rundeck;8;rundeck/rundeck;8;rundeck/rundeck;8;;;;;;
sferik/twitter;8;sferik/twitter;8;sferik/twitter;8;;;;;;
spotify/docker-client;8;spotify/docker-client;8;spotify/docker-client;8;;;;;;
spotify/helios;8;spotify/helios;8;spotify/helios;8;;;;;;
structr/structr;8;structr/structr;8;structr/structr;8;;;;;;
tdiary/tdiary-core;8;tdiary/tdiary-core;8;tdiary/tdiary-core;8;;;;;;
technicalpickles/homesick;8;technicalpickles/homesick;8;technicalpickles/homesick;8;;;;;;
test-kitchen/test-kitchen;8;test-kitchen/test-kitchen;8;test-kitchen/test-kitchen;8;;;;;;
thoughtbot/gitsh;8;thoughtbot/gitsh;8;thoughtbot/gitsh;8;;;;;;
tinkerpop/rexster;8;tinkerpop/rexster;8;tinkerpop/rexster;8;;;;;;
troessner/reek;8;troessner/reek;8;troessner/reek;8;;;;;;
trulia/hologram;8;trulia/hologram;8;trulia/hologram;8;;;;;;
twilio/twilio-ruby;8;twilio/twilio-ruby;8;twilio/twilio-ruby;8;;;;;;
twitter/hraven;8;twitter/hraven;8;twitter/hraven;8;;;;;;
twitter/secureheaders;8;twitter/secureheaders;8;twitter/secureheaders;8;;;;;;
typhoeus/typhoeus;8;typhoeus/typhoeus;8;typhoeus/typhoeus;8;;;;;;
vigetlabs/sprig;8;vigetlabs/sprig;8;vigetlabs/sprig;8;;;;;;
whichdigital/active-rest-client;8;whichdigital/active-rest-client;8;whichdigital/active-rest-client;8;;;;;;
Azure/azure-sdk-for-ruby;7;Azure/azure-sdk-for-ruby;7;Azure/azure-sdk-for-ruby;7;;;;;;
CanCanCommunity/cancancan;7;CanCanCommunity/cancancan;7;CanCanCommunity/cancancan;7;;;;;;
EmmanuelOga/ffaker;7;EmmanuelOga/ffaker;7;EmmanuelOga/ffaker;7;;;;;;
Fullscreen/bh;7;Fullscreen/bh;7;Fullscreen/bh;7;;;;;;
L2J/L2J_Server;7;L2J/L2J_Server;7;L2J/L2J_Server;7;;;;;;
NARKOZ/gitlab;7;NARKOZ/gitlab;7;NARKOZ/gitlab;7;;;;;;
OpenSOC/opensoc-streaming;7;OpenSOC/opensoc-streaming;7;OpenSOC/opensoc-streaming;7;;;;;;
adamfisk/LittleProxy;7;adamfisk/LittleProxy;7;adamfisk/LittleProxy;7;;;;;;
adelevie/parse-ruby-client;7;adelevie/parse-ruby-client;7;adelevie/parse-ruby-client;7;;;;;;
amahi/platform;7;amahi/platform;7;amahi/platform;7;;;;;;
benbalter/gman;7;benbalter/gman;7;benbalter/gman;7;;;;;;
brettwooldridge/HikariCP;7;brettwooldridge/HikariCP;7;brettwooldridge/HikariCP;7;;;;;;
brianfrankcooper/YCSB;7;brianfrankcooper/YCSB;7;brianfrankcooper/YCSB;7;;;;;;
brooklyncentral/clocker;7;brooklyncentral/clocker;7;brooklyncentral/clocker;7;;;;;;
caelum/vraptor;7;caelum/vraptor;7;caelum/vraptor;7;;;;;;
codevise/pageflow;7;codevise/pageflow;7;codevise/pageflow;7;;;;;;
collectiveidea/awesome_nested_set;7;collectiveidea/awesome_nested_set;7;collectiveidea/awesome_nested_set;7;;;;;;
davetron5000/gli;7;davetron5000/gli;7;davetron5000/gli;7;;;;;;
excilys/androidannotations;7;excilys/androidannotations;7;excilys/androidannotations;7;;;;;;
github/pages-gem;7;github/pages-gem;7;github/pages-gem;7;;;;;;
gitlabhq/gitlab-ci-runner;7;gitlabhq/gitlab-ci-runner;7;gitlabhq/gitlab-ci-runner;7;;;;;;
gma/nesta;7;gma/nesta;7;gma/nesta;7;;;;;;
google/guava;7;google/guava;7;google/guava;7;;;;;;
google/guice;7;google/guice;7;google/guice;7;;;;;;
guard/guard-rspec;7;guard/guard-rspec;7;guard/guard-rspec;7;;;;;;
gwtbootstrap/gwt-bootstrap;7;gwtbootstrap/gwt-bootstrap;7;gwtbootstrap/gwt-bootstrap;7;;;;;;
hybridgroup/artoo;7;hybridgroup/artoo;7;hybridgroup/artoo;7;;;;;;
imathis/octopress;7;imathis/octopress;7;imathis/octopress;7;;;;;;
jcabi/jcabi-aspects;7;jcabi/jcabi-aspects;7;jcabi/jcabi-aspects;7;;;;;;
jekyll/jekyll-sitemap;7;jekyll/jekyll-sitemap;7;jekyll/jekyll-sitemap;7;;;;;;
jpos/jPOS;7;jpos/jPOS;7;jpos/jPOS;7;;;;;;
jsmestad/pivotal-tracker;7;jsmestad/pivotal-tracker;7;jsmestad/pivotal-tracker;7;;;;;;
keenlabs/keen-gem;7;keenlabs/keen-gem;7;keenlabs/keen-gem;7;;;;;;
kmuto/review;7;kmuto/review;7;kmuto/review;7;;;;;;
kostya/eye;7;kostya/eye;7;kostya/eye;7;;;;;;
loopj/android-async-http;7;loopj/android-async-http;7;loopj/android-async-http;7;;;;;;
lostisland/faraday_middleware;7;lostisland/faraday_middleware;7;lostisland/faraday_middleware;7;;;;;;
lotus/router;7;lotus/router;7;lotus/router;7;;;;;;
mceachen/closure_tree;7;mceachen/closure_tree;7;mceachen/closure_tree;7;;;;;;
michelson/lazy_high_charts;7;michelson/lazy_high_charts;7;michelson/lazy_high_charts;7;;;;;;
mockito/mockito;7;mockito/mockito;7;mockito/mockito;7;;;;;;
mongoid/moped;7;mongoid/moped;7;mongoid/moped;7;;;;;;
mroth/lolcommits;7;mroth/lolcommits;7;mroth/lolcommits;7;;;;;;
neo4jrb/neo4j;7;neo4jrb/neo4j;7;neo4jrb/neo4j;7;;;;;;
pearkes/tugboat;7;pearkes/tugboat;7;pearkes/tugboat;7;;;;;;
peter-murach/github;7;peter-murach/github;7;peter-murach/github;7;;;;;;
polleverywhere/firehose;7;polleverywhere/firehose;7;polleverywhere/firehose;7;;;;;;
radar/paranoia;7;radar/paranoia;7;radar/paranoia;7;;;;;;
rails/strong_parameters;7;rails/strong_parameters;7;rails/strong_parameters;7;;;;;;
randym/axlsx;7;randym/axlsx;7;randym/axlsx;7;;;;;;
rdoc/rdoc;7;rdoc/rdoc;7;rdoc/rdoc;7;;;;;;
refinery/refinerycms-blog;7;refinery/refinerycms-blog;7;refinery/refinerycms-blog;7;;;;;;
remiprev/her;7;remiprev/her;7;remiprev/her;7;;;;;;
resque/resque;7;resque/resque;7;resque/resque;7;;;;;;
restlet/restlet-framework-java;7;restlet/restlet-framework-java;7;restlet/restlet-framework-java;7;;;;;;
rodjek/librarian-puppet;7;rodjek/librarian-puppet;7;rodjek/librarian-puppet;7;;;;;;
rubber/rubber;7;rubber/rubber;7;rubber/rubber;7;;;;;;
ruby-concurrency/concurrent-ruby;7;ruby-concurrency/concurrent-ruby;7;ruby-concurrency/concurrent-ruby;7;;;;;;
sanity/quickml;7;sanity/quickml;7;sanity/quickml;7;;;;;;
sensu/sensu;7;sensu/sensu;7;sensu/sensu;7;;;;;;
shadabahmed/logstasher;7;shadabahmed/logstasher;7;shadabahmed/logstasher;7;;;;;;
square/shuttle;7;square/shuttle;7;square/shuttle;7;;;;;;
swipely/dockly;7;swipely/dockly;7;swipely/dockly;7;;;;;;
syncany/syncany;7;syncany/syncany;7;syncany/syncany;7;;;;;;
test-kitchen/kitchen-vagrant;7;test-kitchen/kitchen-vagrant;7;test-kitchen/kitchen-vagrant;7;;;;;;
tmuxinator/tmuxinator;7;tmuxinator/tmuxinator;7;tmuxinator/tmuxinator;7;;;;;;
venmo/slather;7;venmo/slather;7;venmo/slather;7;;;;;;
Berico-Technologies/CLAVIN;6;Berico-Technologies/CLAVIN;6;Berico-Technologies/CLAVIN;6;;;;;;
Compass/compass-rails;6;Compass/compass-rails;6;Compass/compass-rails;6;;;;;;
FasterXML/jackson-databind;6;FasterXML/jackson-databind;6;FasterXML/jackson-databind;6;;;;;;
Fullscreen/yt;6;Fullscreen/yt;6;Fullscreen/yt;6;;;;;;
Gazler/githug;6;Gazler/githug;6;Gazler/githug;6;;;;;;
MiniProfiler/rack-mini-profiler;6;MiniProfiler/rack-mini-profiler;6;MiniProfiler/rack-mini-profiler;6;;;;;;
NoamB/sorcery;6;NoamB/sorcery;6;NoamB/sorcery;6;;;;;;
RolifyCommunity/rolify;6;RolifyCommunity/rolify;6;RolifyCommunity/rolify;6;;;;;;
RubyMoney/monetize;6;RubyMoney/monetize;6;RubyMoney/monetize;6;;;;;;
Unicon/cas-addons;6;Unicon/cas-addons;6;Unicon/cas-addons;6;;;;;;
activewarehouse/activewarehouse-etl;6;activewarehouse/activewarehouse-etl;6;activewarehouse/activewarehouse-etl;6;;;;;;
addthis/stream-lib;6;addthis/stream-lib;6;addthis/stream-lib;6;;;;;;
ankane/searchkick;6;ankane/searchkick;6;ankane/searchkick;6;;;;;;
aws/aws-sdk-java;6;aws/aws-sdk-java;6;aws/aws-sdk-java;6;;;;;;
azkaban/azkaban;6;azkaban/azkaban;6;azkaban/azkaban;6;;;;;;
berkshelf/berkshelf-api;6;berkshelf/berkshelf-api;6;berkshelf/berkshelf-api;6;;;;;;
bostonrb/bostonrb;6;bostonrb/bostonrb;6;bostonrb/bostonrb;6;;;;;;
bugsnag/bugsnag-android;6;bugsnag/bugsnag-android;6;bugsnag/bugsnag-android;6;;;;;;
castorflex/SmoothProgressBar;6;castorflex/SmoothProgressBar;6;castorflex/SmoothProgressBar;6;;;;;;
celluloid/dcell;6;celluloid/dcell;6;celluloid/dcell;6;;;;;;
celluloid/timers;6;celluloid/timers;6;celluloid/timers;6;;;;;;
codebrew/backbone-rails;6;codebrew/backbone-rails;6;codebrew/backbone-rails;6;;;;;;
collectiveidea/audited;6;collectiveidea/audited;6;collectiveidea/audited;6;;;;;;
collectiveidea/interactor;6;collectiveidea/interactor;6;collectiveidea/interactor;6;;;;;;
cryptosphere/rbnacl;6;cryptosphere/rbnacl;6;cryptosphere/rbnacl;6;;;;;;
csc/Hanlon;6;csc/Hanlon;6;csc/Hanlon;6;;;;;;
danielweinmann/catarse;6;danielweinmann/catarse;6;danielweinmann/catarse;6;;;;;;
datastax/java-driver;6;datastax/java-driver;6;datastax/java-driver;6;;;;;;
ericam/susy;6;ericam/susy;6;ericam/susy;6;;;;;;
erikhuda/thor;6;erikhuda/thor;6;erikhuda/thor;6;;;;;;
excon/excon;6;excon/excon;6;excon/excon;6;;;;;;
fluent/fluent-logger-ruby;6;fluent/fluent-logger-ruby;6;fluent/fluent-logger-ruby;6;;;;;;
flyerhzm/bullet;6;flyerhzm/bullet;6;flyerhzm/bullet;6;;;;;;
foursquare/twofishes;6;foursquare/twofishes;6;foursquare/twofishes;6;;;;;;
futuresimple/android-db-commons;6;futuresimple/android-db-commons;6;futuresimple/android-db-commons;6;;;;;;
gedankenstuecke/snpr;6;gedankenstuecke/snpr;6;gedankenstuecke/snpr;6;;;;;;
ging/social_stream;6;ging/social_stream;6;ging/social_stream;6;;;;;;
git/git-scm.com;6;git/git-scm.com;6;git/git-scm.com;6;;;;;;
google/error-prone;6;google/error-prone;6;google/error-prone;6;;;;;;
google/google-api-ruby-client;6;google/google-api-ruby-client;6;google/google-api-ruby-client;6;;;;;;
grosser/parallel_tests;6;grosser/parallel_tests;6;grosser/parallel_tests;6;;;;;;
heroku/heroku-buildpack-ruby;6;heroku/heroku-buildpack-ruby;6;heroku/heroku-buildpack-ruby;6;;;;;;
iconara/cql-rb;6;iconara/cql-rb;6;iconara/cql-rb;6;;;;;;
igniterealtime/Smack;6;igniterealtime/Smack;6;igniterealtime/Smack;6;;;;;;
iipc/openwayback;6;iipc/openwayback;6;iipc/openwayback;6;;;;;;
inaturalist/inaturalist;6;inaturalist/inaturalist;6;inaturalist/inaturalist;6;;;;;;
influitive/apartment;6;influitive/apartment;6;influitive/apartment;6;;;;;;
javaparser/javaparser;6;javaparser/javaparser;6;javaparser/javaparser;6;;;;;;
jbox-web/redmine_git_hosting;6;jbox-web/redmine_git_hosting;6;jbox-web/redmine_git_hosting;6;;;;;;
jnicklas/turnip;6;jnicklas/turnip;6;jnicklas/turnip;6;;;;;;
joelittlejohn/jsonschema2pojo;6;joelittlejohn/jsonschema2pojo;6;joelittlejohn/jsonschema2pojo;6;;;;;;
josevalim/rails-footnotes;6;josevalim/rails-footnotes;6;josevalim/rails-footnotes;6;;;;;;
jsonld-java/jsonld-java;6;jsonld-java/jsonld-java;6;jsonld-java/jsonld-java;6;;;;;;
laurentpetit/ccw;6;laurentpetit/ccw;6;laurentpetit/ccw;6;;;;;;
lotus/controller;6;lotus/controller;6;lotus/controller;6;;;;;;
lynndylanhurley/devise_token_auth;6;lynndylanhurley/devise_token_auth;6;lynndylanhurley/devise_token_auth;6;;;;;;
mailboxer/mailboxer;6;mailboxer/mailboxer;6;mailboxer/mailboxer;6;;;;;;
matschaffer/knife-solo;6;matschaffer/knife-solo;6;matschaffer/knife-solo;6;;;;;;
middleman/middleman-blog;6;middleman/middleman-blog;6;middleman/middleman-blog;6;;;;;;
mongomapper/mongomapper;6;mongomapper/mongomapper;6;mongomapper/mongomapper;6;;;;;;
neo4jrb/neo4j-core;6;neo4jrb/neo4j-core;6;neo4jrb/neo4j-core;6;;;;;;
opal/opal-jquery;6;opal/opal-jquery;6;opal/opal-jquery;6;;;;;;
openaustralia/morph;6;openaustralia/morph;6;openaustralia/morph;6;;;;;;
openfoodfoundation/openfoodnetwork;6;openfoodfoundation/openfoodnetwork;6;openfoodfoundation/openfoodnetwork;6;;;;;;
owlcs/owlapi;6;owlcs/owlapi;6;owlcs/owlapi;6;;;;;;
pagseguro/ruby;6;pagseguro/ruby;6;pagseguro/ruby;6;;;;;;
pdfkit/pdfkit;6;pdfkit/pdfkit;6;pdfkit/pdfkit;6;;;;;;
phoet/on_ruby;6;phoet/on_ruby;6;phoet/on_ruby;6;;;;;;
phstc/shoryuken;6;phstc/shoryuken;6;phstc/shoryuken;6;;;;;;
pivotal-sprout/sprout-osx-apps;6;pivotal-sprout/sprout-osx-apps;6;pivotal-sprout/sprout-osx-apps;6;;;;;;
plexus/yaks;6;plexus/yaks;6;plexus/yaks;6;;;;;;
prometheus/promdash;6;prometheus/promdash;6;prometheus/promdash;6;;;;;;
psyho/bogus;6;psyho/bogus;6;psyho/bogus;6;;;;;;
qos-ch/slf4j;6;qos-ch/slf4j;6;qos-ch/slf4j;6;;;;;;
querydsl/querydsl;6;querydsl/querydsl;6;querydsl/querydsl;6;;;;;;
radiant/radiant;6;radiant/radiant;6;radiant/radiant;6;;;;;;
rails-assets/rails-assets;6;rails-assets/rails-assets;6;rails-assets/rails-assets;6;;;;;;
rails/activeresource;6;rails/activeresource;6;rails/activeresource;6;;;;;;
railsbp/rails_best_practices;6;railsbp/rails_best_practices;6;railsbp/rails_best_practices;6;;;;;;
rbCAS/CASino;6;rbCAS/CASino;6;rbCAS/CASino;6;;;;;;
realestate-com-au/pact;6;realestate-com-au/pact;6;realestate-com-au/pact;6;;;;;;
recruit-tech/redpen;6;recruit-tech/redpen;6;recruit-tech/redpen;6;;;;;;
rspec/rspec-collection_matchers;6;rspec/rspec-collection_matchers;6;rspec/rspec-collection_matchers;6;;;;;;
rubyzip/rubyzip;6;rubyzip/rubyzip;6;rubyzip/rubyzip;6;;;;;;
savonrb/savon;6;savonrb/savon;6;savonrb/savon;6;;;;;;
scambra/devise_invitable;6;scambra/devise_invitable;6;scambra/devise_invitable;6;;;;;;
searchbox-io/Jest;6;searchbox-io/Jest;6;searchbox-io/Jest;6;;;;;;
seejohnrun/ice_cube;6;seejohnrun/ice_cube;6;seejohnrun/ice_cube;6;;;;;;
slim-template/slim;6;slim-template/slim;6;slim-template/slim;6;;;;;;
spotify/cassandra-reaper;6;spotify/cassandra-reaper;6;spotify/cassandra-reaper;6;;;;;;
spree-contrib/spree_wishlist;6;spree-contrib/spree_wishlist;6;spree-contrib/spree_wishlist;6;;;;;;
square/android-times-square;6;square/android-times-square;6;square/android-times-square;6;;;;;;
square/assertj-android;6;square/assertj-android;6;square/assertj-android;6;;;;;;
square/okio;6;square/okio;6;square/okio;6;;;;;;
sstephenson/sprockets;6;sstephenson/sprockets;6;sstephenson/sprockets;6;;;;;;
swanson/stringer;6;swanson/stringer;6;swanson/stringer;6;;;;;;
teamed/qulice;6;teamed/qulice;6;teamed/qulice;6;;;;;;
teampoltergeist/poltergeist;6;teampoltergeist/poltergeist;6;teampoltergeist/poltergeist;6;;;;;;
threerings/playn;6;threerings/playn;6;threerings/playn;6;;;;;;
tinkerpop/blueprints;6;tinkerpop/blueprints;6;tinkerpop/blueprints;6;;;;;;
travis-ci/travis.rb;6;travis-ci/travis.rb;6;travis-ci/travis.rb;6;;;;;;
troessner/transitions;6;troessner/transitions;6;troessner/transitions;6;;;;;;
twitter/elephant-bird;6;twitter/elephant-bird;6;twitter/elephant-bird;6;;;;;;
twitter/twitter-cldr-rb;6;twitter/twitter-cldr-rb;6;twitter/twitter-cldr-rb;6;;;;;;
typus/typus;6;typus/typus;6;typus/typus;6;;;;;;
yegor256/rultor;6;yegor256/rultor;6;yegor256/rultor;6;;;;;;
zeroturnaround/zt-zip;6;zeroturnaround/zt-zip;6;zeroturnaround/zt-zip;6;;;;;;
BaseXdb/basex;5;BaseXdb/basex;5;BaseXdb/basex;5;;;;;;
DatabaseCleaner/database_cleaner;5;DatabaseCleaner/database_cleaner;5;DatabaseCleaner/database_cleaner;5;;;;;;
Findwise/Hydra;5;Findwise/Hydra;5;Findwise/Hydra;5;;;;;;
Locale/localeapp;5;Locale/localeapp;5;Locale/localeapp;5;;;;;;
Netflix/Hystrix;5;Netflix/Hystrix;5;Netflix/Hystrix;5;;;;;;
Nordstrom/chef-vault;5;Nordstrom/chef-vault;5;Nordstrom/chef-vault;5;;;;;;
OfficeDev/ews-java-api;5;OfficeDev/ews-java-api;5;OfficeDev/ews-java-api;5;;;;;;
OryxProject/oryx;5;OryxProject/oryx;5;OryxProject/oryx;5;;;;;;
Prototik/HoloEverywhere;5;Prototik/HoloEverywhere;5;Prototik/HoloEverywhere;5;;;;;;
RailsApps/rails_apps_composer;5;RailsApps/rails_apps_composer;5;RailsApps/rails_apps_composer;5;;;;;;
SchemaPlus/schema_plus;5;SchemaPlus/schema_plus;5;SchemaPlus/schema_plus;5;;;;;;
Shopify/shopify_theme;5;Shopify/shopify_theme;5;Shopify/shopify_theme;5;;;;;;
abarisain/dmix;5;abarisain/dmix;5;abarisain/dmix;5;;;;;;
adelevie/parse_resource;5;adelevie/parse_resource;5;adelevie/parse_resource;5;;;;;;
adhearsion/adhearsion;5;adhearsion/adhearsion;5;adhearsion/adhearsion;5;;;;;;
airbnb/nerve;5;airbnb/nerve;5;airbnb/nerve;5;;;;;;
anthonycr/Lightning-Browser;5;anthonycr/Lightning-Browser;5;anthonycr/Lightning-Browser;5;;;;;;
apache/tajo;5;apache/tajo;5;apache/tajo;5;;;;;;
aq1018/mongoid-history;5;aq1018/mongoid-history;5;aq1018/mongoid-history;5;;;;;;
arangamani/jenkins_api_client;5;arangamani/jenkins_api_client;5;arangamani/jenkins_api_client;5;;;;;;
ari/jobsworth;5;ari/jobsworth;5;ari/jobsworth;5;;;;;;
artem-zinnatullin/android-wail-app;5;artem-zinnatullin/android-wail-app;5;artem-zinnatullin/android-wail-app;5;;;;;;
assaf/vanity;5;assaf/vanity;5;assaf/vanity;5;;;;;;
awestruct/awestruct;5;awestruct/awestruct;5;awestruct/awestruct;5;;;;;;
bflad/chef-docker;5;bflad/chef-docker;5;bflad/chef-docker;5;;;;;;
brianmario/mysql2;5;brianmario/mysql2;5;brianmario/mysql2;5;;;;;;
caelum/tubaina;5;caelum/tubaina;5;caelum/tubaina;5;;;;;;
calabash/calabash-ios;5;calabash/calabash-ios;5;calabash/calabash-ios;5;;;;;;
celluloid/reel;5;celluloid/reel;5;celluloid/reel;5;;;;;;
charlotte-ruby/impressionist;5;charlotte-ruby/impressionist;5;charlotte-ruby/impressionist;5;;;;;;
chocoteam/choco3;5;chocoteam/choco3;5;chocoteam/choco3;5;;;;;;
clayallsopp/formotion;5;clayallsopp/formotion;5;clayallsopp/formotion;5;;;;;;
code-mancers/invoker;5;code-mancers/invoker;5;code-mancers/invoker;5;;;;;;
colszowka/simplecov;5;colszowka/simplecov;5;colszowka/simplecov;5;;;;;;
crawljax/crawljax;5;crawljax/crawljax;5;crawljax/crawljax;5;;;;;;
davetron5000/methadone;5;davetron5000/methadone;5;davetron5000/methadone;5;;;;;;
